invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I155933,C271329,Male,63,Clothing,5,1500.4,Cash,4/3/2021,Viaport Outlet
I122477,C534891,Male,55,Clothing,2,600.16,Credit Card,2/5/2021,Metropol AVM
I221905,C304294,Male,42,Clothing,1,300.08,Credit Card,30/12/2022,Metrocity
I143962,C363723,Male,60,Shoes,1,600.17,Credit Card,8/3/2023,Metropol AVM
I140769,C335600,Male,22,Cosmetics,3,121.98,Cash,18/10/2021,Mall of Istanbul
I857755,C684617,Male,68,Technology,4,4200.0,Credit Card,4/8/2022,Kanyon
I189681,C753684,Male,23,Clothing,1,300.08,Cash,10/10/2022,Forum Istanbul
I301319,C234065,Male,64,Food & Beverage,1,5.23,Cash,1/8/2022,Metropol AVM
I200406,C112533,Male,29,Toys,4,143.36,Credit Card,25/06/2021,Emaar Square Mall
I731685,C146588,Male,38,Clothing,3,900.24,Credit Card,14/08/2021,Mall of Istanbul
I246985,C333166,Male,26,Books,2,30.3,Cash,12/12/2021,Kanyon
I243675,C237934,Male,33,Souvenir,2,23.46,Credit Card,2/2/2023,Mall of Istanbul
I764518,C129368,Male,53,Cosmetics,5,203.3,Credit Card,21/07/2021,Mall of Istanbul
I211258,C203872,Male,34,Shoes,1,600.17,Debit Card,25/07/2022,Kanyon
I257599,C235386,Male,58,Toys,1,35.84,Cash,20/10/2022,Istinye Park
I316244,C377238,Male,57,Clothing,3,900.24,Credit Card,26/08/2022,Metrocity
I947934,C949667,Male,36,Clothing,4,1200.32,Credit Card,2/7/2021,Cevahir AVM
I268209,C934922,Male,34,Food & Beverage,3,15.69,Debit Card,4/6/2022,Metropol AVM
I189967,C634365,Male,37,Shoes,3,1800.51,Credit Card,2/8/2022,Metrocity
I241404,C851984,Male,69,Shoes,5,3000.85,Cash,1/6/2021,Metrocity
I597360,C185775,Male,68,Cosmetics,1,40.66,Debit Card,31/03/2021,Kanyon
I200507,C144711,Male,64,Cosmetics,4,162.64,Cash,17/07/2022,Kanyon
I363402,C301094,Male,44,Food & Beverage,3,15.69,Cash,3/2/2022,Emaar Square Mall
I205868,C247967,Male,52,Toys,3,107.52,Credit Card,30/12/2021,Kanyon
I411752,C466017,Male,43,Shoes,4,2400.68,Cash,7/11/2021,Kanyon
I127340,C220220,Male,46,Food & Beverage,2,10.46,Cash,27/06/2022,Kanyon
I339472,C110119,Male,20,Clothing,2,600.16,Credit Card,24/02/2021,Mall of Istanbul
I721844,C232194,Male,21,Clothing,5,1500.4,Credit Card,16/07/2022,Istinye Park
I110635,C297872,Male,18,Clothing,5,1500.4,Credit Card,15/01/2022,Istinye Park
I184657,C298011,Male,33,Food & Beverage,1,5.23,Cash,17/07/2022,Metrocity
I908494,C563700,Male,67,Shoes,5,3000.85,Debit Card,26/04/2022,Metropol AVM
I207512,C280333,Male,69,Clothing,3,900.24,Cash,24/09/2021,Mall of Istanbul
I333958,C417062,Male,41,Cosmetics,1,40.66,Credit Card,11/6/2021,Zorlu Center
I171258,C442484,Male,69,Clothing,2,600.16,Credit Card,31/05/2022,Mall of Istanbul
I257778,C805448,Male,35,Food & Beverage,1,5.23,Credit Card,6/2/2021,Mall of Istanbul
I895929,C239280,Male,59,Clothing,5,1500.4,Cash,26/05/2021,Viaport Outlet
I234394,C500383,Male,47,Clothing,3,900.24,Credit Card,8/9/2021,Kanyon
I841921,C208691,Male,21,Technology,3,3150.0,Credit Card,5/2/2022,Zorlu Center
I275202,C455031,Male,48,Souvenir,2,23.46,Credit Card,19/10/2021,Kanyon
I702474,C911438,Male,61,Food & Beverage,5,26.15,Cash,10/12/2021,Cevahir AVM
I187557,C102956,Male,25,Toys,5,179.2,Cash,28/11/2021,Viaport Outlet
I291018,C154989,Male,18,Clothing,3,900.24,Cash,8/5/2021,Metrocity
I855397,C758263,Male,34,Technology,3,3150.0,Cash,6/9/2021,Metropol AVM
I256622,C122241,Male,69,Clothing,3,900.24,Cash,28/12/2021,Viaport Outlet
I263418,C919635,Male,47,Cosmetics,2,81.32,Cash,23/07/2022,Mall of Istanbul
I338346,C804487,Male,22,Cosmetics,5,203.3,Credit Card,22/03/2021,Cevahir AVM
I527706,C239488,Male,46,Clothing,3,900.24,Debit Card,13/02/2022,Kanyon
I152420,C303370,Male,61,Clothing,5,1500.4,Credit Card,27/02/2022,Mall of Istanbul
I135519,C211986,Male,41,Food & Beverage,1,5.23,Cash,4/1/2021,Metrocity
I103588,C818719,Male,26,Books,5,75.75,Cash,26/01/2021,Kanyon
I693290,C338784,Male,42,Clothing,4,1200.32,Cash,24/04/2022,Kanyon
I336341,C304381,Male,55,Shoes,5,3000.85,Debit Card,17/07/2021,Cevahir AVM
I213877,C953832,Male,20,Technology,3,3150.0,Cash,14/07/2022,Mall of Istanbul
I239164,C183382,Male,62,Clothing,3,900.24,Cash,26/01/2023,Forum Istanbul
I116359,C252203,Male,57,Toys,3,107.52,Credit Card,27/02/2022,Emaar Square Mall
I533394,C792137,Male,30,Food & Beverage,2,10.46,Debit Card,2/10/2021,Kanyon
I906005,C139279,Male,33,Toys,4,143.36,Cash,20/01/2022,Cevahir AVM
I198152,C300005,Male,40,Cosmetics,3,121.98,Credit Card,8/6/2022,Mall of Istanbul
I265948,C219497,Male,55,Cosmetics,5,203.3,Cash,10/3/2022,Emaar Square Mall
I273348,C250684,Male,56,Shoes,3,1800.51,Debit Card,26/08/2022,Kanyon
I628786,C752251,Male,60,Shoes,4,2400.68,Cash,11/3/2021,Kanyon
I219635,C318859,Male,25,Clothing,4,1200.32,Cash,29/12/2022,Metrocity
I478484,C133310,Male,56,Cosmetics,1,40.66,Credit Card,17/02/2023,Metrocity
I170625,C150664,Male,40,Souvenir,5,58.65,Cash,19/02/2021,Zorlu Center
I297450,C503397,Male,39,Cosmetics,5,203.3,Cash,4/1/2022,Metrocity
I106992,C351925,Male,48,Toys,3,107.52,Credit Card,7/2/2021,Metropol AVM
I701388,C879775,Male,69,Cosmetics,4,162.64,Credit Card,7/3/2023,Istinye Park
I144508,C120692,Male,22,Cosmetics,1,40.66,Cash,7/3/2022,Istinye Park
I212363,C258835,Male,66,Clothing,5,1500.4,Credit Card,12/9/2021,Mall of Istanbul
I285813,C145001,Male,28,Shoes,4,2400.68,Debit Card,2/6/2021,Kanyon
I241567,C242853,Male,25,Clothing,3,900.24,Cash,24/12/2021,Metrocity
I247238,C228961,Male,47,Toys,2,71.68,Cash,9/2/2023,Emaar Square Mall
I186779,C669203,Male,30,Clothing,4,1200.32,Debit Card,8/11/2022,Metrocity
I439138,C586316,Male,47,Technology,3,3150.0,Debit Card,26/05/2021,Metropol AVM
I613909,C532429,Male,56,Shoes,5,3000.85,Debit Card,15/05/2022,Istinye Park
I739920,C256990,Male,57,Clothing,3,900.24,Credit Card,24/04/2021,Viaport Outlet
I163886,C919260,Male,23,Clothing,1,300.08,Debit Card,24/02/2022,Metrocity
I304286,C283994,Male,28,Clothing,4,1200.32,Credit Card,10/9/2022,Kanyon
I245946,C904161,Male,30,Clothing,5,1500.4,Cash,27/07/2022,Forum Istanbul
I335740,C596131,Male,50,Clothing,1,300.08,Credit Card,9/4/2021,Mall of Istanbul
I212153,C935595,Male,31,Cosmetics,5,203.3,Cash,11/3/2022,Metrocity
I327460,C279743,Male,62,Shoes,5,3000.85,Cash,29/09/2021,Zorlu Center
I177169,C210921,Male,25,Cosmetics,5,203.3,Debit Card,6/4/2021,Metropol AVM
I762648,C476697,Male,35,Clothing,3,900.24,Cash,26/04/2022,Mall of Istanbul
I453198,C334504,Male,59,Cosmetics,5,203.3,Debit Card,18/07/2022,Metrocity
I136425,C734547,Male,65,Toys,5,179.2,Debit Card,3/7/2021,Mall of Istanbul
I119094,C166859,Male,25,Books,1,15.15,Credit Card,23/07/2022,Zorlu Center
I851478,C195593,Male,44,Clothing,4,1200.32,Cash,2/9/2021,Mall of Istanbul
I314008,C166124,Male,63,Clothing,1,300.08,Cash,21/03/2022,Forum Istanbul
I321195,C147087,Male,57,Clothing,1,300.08,Debit Card,23/12/2021,Mall of Istanbul
I901464,C329356,Male,66,Toys,4,143.36,Cash,9/5/2022,Zorlu Center
I125292,C177901,Male,63,Clothing,3,900.24,Cash,7/12/2021,Zorlu Center
I174220,C739379,Male,35,Technology,5,5250.0,Cash,6/3/2022,Kanyon
I204949,C116259,Male,66,Clothing,4,1200.32,Debit Card,17/10/2022,Metropol AVM
I188244,C336878,Male,58,Clothing,5,1500.4,Credit Card,10/1/2021,Istinye Park
I248009,C193533,Male,54,Cosmetics,5,203.3,Cash,26/01/2021,Metropol AVM
I930350,C142028,Male,39,Souvenir,4,46.92,Cash,14/03/2022,Istinye Park
I194104,C139001,Male,36,Toys,3,107.52,Debit Card,14/02/2022,Metrocity
I550106,C254374,Male,62,Technology,5,5250.0,Credit Card,13/12/2021,Zorlu Center
I189385,C263957,Male,53,Food & Beverage,4,20.92,Credit Card,18/11/2021,Cevahir AVM
I121066,C315174,Male,61,Technology,5,5250.0,Credit Card,8/9/2022,Istinye Park
I308114,C198481,Male,43,Clothing,5,1500.4,Credit Card,23/03/2021,Istinye Park
I158685,C329313,Male,66,Cosmetics,4,162.64,Credit Card,4/1/2023,Kanyon
I408244,C127349,Male,66,Food & Beverage,2,10.46,Credit Card,19/02/2022,Kanyon
I217640,C287719,Male,19,Food & Beverage,4,20.92,Debit Card,20/09/2022,Kanyon
I203360,C176200,Male,37,Books,2,30.3,Credit Card,22/08/2022,Kanyon
I305138,C144035,Male,36,Cosmetics,2,81.32,Cash,21/08/2022,Mall of Istanbul
I444877,C287216,Male,57,Clothing,4,1200.32,Credit Card,27/09/2021,Kanyon
I122902,C138296,Male,57,Books,5,75.75,Credit Card,16/06/2021,Metropol AVM
I331435,C203098,Male,69,Clothing,1,300.08,Cash,3/3/2023,Mall of Istanbul
I200166,C174960,Male,37,Food & Beverage,4,20.92,Cash,1/1/2023,Kanyon
I276648,C251192,Male,24,Clothing,5,1500.4,Credit Card,22/09/2021,Kanyon
I247094,C871741,Male,36,Clothing,2,600.16,Credit Card,17/03/2022,Mall of Istanbul
I447833,C303111,Male,65,Food & Beverage,1,5.23,Cash,6/11/2022,Metrocity
I407285,C101136,Male,30,Food & Beverage,5,26.15,Debit Card,31/01/2022,Kanyon
I163237,C198719,Male,66,Toys,4,143.36,Cash,27/02/2021,Metrocity
I877913,C127228,Male,54,Food & Beverage,2,10.46,Cash,26/02/2022,Mall of Istanbul
I156780,C872740,Male,53,Clothing,5,1500.4,Debit Card,24/11/2022,Metropol AVM
I157917,C326938,Male,23,Toys,3,107.52,Credit Card,3/12/2021,Metrocity
I264837,C948609,Male,40,Shoes,4,2400.68,Debit Card,9/12/2021,Cevahir AVM
I967849,C211597,Male,56,Food & Beverage,3,15.69,Cash,1/4/2022,Kanyon
I132974,C219121,Male,46,Clothing,3,900.24,Credit Card,13/01/2021,Kanyon
I512177,C142096,Male,48,Food & Beverage,3,15.69,Cash,4/6/2021,Forum Istanbul
I305637,C230136,Male,61,Clothing,3,900.24,Credit Card,10/8/2022,Zorlu Center
I173308,C301711,Male,52,Toys,1,35.84,Cash,9/2/2021,Kanyon
I278997,C121249,Male,21,Shoes,4,2400.68,Credit Card,21/10/2021,Mall of Istanbul
I978787,C286376,Male,47,Clothing,3,900.24,Cash,1/2/2022,Istinye Park
I144434,C147772,Male,57,Cosmetics,2,81.32,Credit Card,20/01/2022,Mall of Istanbul
I115863,C332617,Male,29,Cosmetics,3,121.98,Debit Card,26/05/2021,Metropol AVM
I633296,C209674,Male,44,Shoes,2,1200.34,Debit Card,20/09/2021,Forum Istanbul
I241820,C801773,Male,39,Clothing,5,1500.4,Credit Card,2/12/2022,Emaar Square Mall
I307580,C962213,Male,39,Clothing,4,1200.32,Debit Card,14/11/2022,Viaport Outlet
I164565,C857631,Male,20,Cosmetics,4,162.64,Cash,9/3/2022,Mall of Istanbul
I203237,C899333,Male,20,Souvenir,4,46.92,Debit Card,18/10/2022,Emaar Square Mall
I148712,C320871,Male,64,Souvenir,2,23.46,Cash,24/02/2023,Mall of Istanbul
I147755,C280926,Male,32,Clothing,2,600.16,Debit Card,20/02/2023,Istinye Park
I272043,C887510,Male,43,Food & Beverage,5,26.15,Credit Card,19/01/2022,Mall of Istanbul
I331248,C141096,Male,48,Clothing,5,1500.4,Cash,29/03/2022,Metrocity
I553350,C152822,Male,40,Cosmetics,1,40.66,Cash,23/07/2022,Istinye Park
I134415,C286072,Male,33,Shoes,3,1800.51,Credit Card,25/01/2022,Mall of Istanbul
I318560,C604625,Male,48,Books,1,15.15,Debit Card,28/09/2022,Mall of Istanbul
I213702,C244356,Male,50,Toys,3,107.52,Cash,5/1/2022,Forum Istanbul
I266289,C945002,Male,63,Shoes,2,1200.34,Credit Card,13/02/2022,Viaport Outlet
I199532,C115848,Male,59,Food & Beverage,4,20.92,Cash,23/05/2021,Kanyon
I330320,C299328,Male,64,Technology,5,5250.0,Credit Card,28/11/2021,Kanyon
I249281,C249370,Male,19,Clothing,4,1200.32,Credit Card,13/12/2022,Metrocity
I264326,C773622,Male,19,Cosmetics,3,121.98,Cash,30/11/2021,Metropol AVM
I135869,C330583,Male,53,Technology,1,1050.0,Credit Card,20/02/2022,Kanyon
I197695,C828285,Male,66,Clothing,1,300.08,Credit Card,24/12/2022,Metropol AVM
I282098,C767898,Male,64,Toys,4,143.36,Cash,14/05/2022,Mall of Istanbul
I529031,C237400,Male,63,Books,2,30.3,Cash,6/8/2022,Cevahir AVM
I274262,C124570,Male,57,Toys,2,71.68,Credit Card,15/02/2023,Emaar Square Mall
I576027,C236277,Male,51,Toys,3,107.52,Cash,9/4/2022,Metrocity
I155453,C109276,Male,31,Food & Beverage,4,20.92,Credit Card,29/01/2023,Kanyon
I195775,C605129,Male,66,Clothing,5,1500.4,Credit Card,13/07/2021,Emaar Square Mall
I238966,C476935,Male,24,Clothing,2,600.16,Cash,24/05/2022,Istinye Park
I113582,C293187,Male,26,Clothing,4,1200.32,Cash,24/01/2023,Istinye Park
I129669,C252293,Male,52,Clothing,5,1500.4,Debit Card,14/12/2021,Kanyon
I770179,C956971,Male,63,Food & Beverage,2,10.46,Cash,19/02/2023,Viaport Outlet
I330268,C293939,Male,30,Toys,4,143.36,Credit Card,28/01/2023,Kanyon
I145063,C109428,Male,53,Clothing,5,1500.4,Cash,5/2/2021,Mall of Istanbul
I303845,C251391,Male,29,Food & Beverage,1,5.23,Cash,17/08/2022,Istinye Park
I145042,C415922,Male,45,Clothing,4,1200.32,Debit Card,7/2/2022,Cevahir AVM
I250909,C149126,Male,51,Clothing,5,1500.4,Cash,11/8/2022,Emaar Square Mall
I205996,C168996,Male,63,Clothing,2,600.16,Debit Card,17/03/2022,Mall of Istanbul
I285726,C269743,Male,46,Books,2,30.3,Cash,27/05/2021,Mall of Istanbul
I691547,C165425,Male,62,Clothing,4,1200.32,Cash,2/6/2021,Metropol AVM
I226470,C197400,Male,50,Food & Beverage,4,20.92,Credit Card,30/10/2021,Zorlu Center
I131641,C180271,Male,37,Books,4,60.6,Cash,12/5/2022,Istinye Park
I229930,C125498,Male,67,Clothing,5,1500.4,Credit Card,11/2/2021,Istinye Park
I802517,C255389,Male,21,Clothing,1,300.08,Cash,29/10/2021,Metrocity
I295939,C147586,Male,46,Books,5,75.75,Credit Card,19/02/2023,Kanyon
I421701,C201186,Male,46,Souvenir,4,46.92,Cash,19/03/2022,Mall of Istanbul
I100522,C100218,Male,26,Clothing,5,1500.4,Cash,6/11/2021,Kanyon
I254118,C888933,Male,56,Shoes,5,3000.85,Cash,18/12/2021,Metropol AVM
I115160,C291532,Male,61,Food & Beverage,3,15.69,Cash,12/2/2022,Emaar Square Mall
I234461,C397936,Male,53,Books,1,15.15,Cash,29/10/2022,Mall of Istanbul
I239996,C117707,Male,39,Toys,3,107.52,Credit Card,28/12/2022,Mall of Istanbul
I503336,C221277,Male,25,Toys,5,179.2,Cash,26/01/2023,Metrocity
I198572,C771638,Male,19,Cosmetics,2,81.32,Debit Card,9/9/2022,Istinye Park
I304332,C190863,Male,61,Shoes,2,1200.34,Credit Card,30/07/2021,Kanyon
I251222,C271975,Male,36,Technology,4,4200.0,Credit Card,23/02/2022,Kanyon
I370546,C127246,Male,23,Clothing,5,1500.4,Cash,4/1/2023,Kanyon
I449858,C257001,Male,28,Clothing,1,300.08,Debit Card,2/10/2021,Mall of Istanbul
I110067,C110407,Male,62,Clothing,4,1200.32,Debit Card,24/04/2022,Metropol AVM
I738322,C218080,Male,37,Clothing,4,1200.32,Cash,23/08/2021,Kanyon
I873333,C221949,Male,39,Food & Beverage,4,20.92,Cash,5/8/2021,Metropol AVM
I125612,C826667,Male,29,Clothing,1,300.08,Credit Card,3/10/2022,Emaar Square Mall
I408041,C328967,Male,35,Books,4,60.6,Cash,30/01/2022,Kanyon
I217714,C109718,Male,50,Cosmetics,2,81.32,Cash,26/04/2022,Kanyon
I316549,C264106,Male,43,Clothing,2,600.16,Credit Card,16/11/2022,Kanyon
I385546,C284794,Male,51,Technology,2,2100.0,Credit Card,16/02/2021,Metrocity
I226724,C237295,Male,25,Technology,1,1050.0,Cash,19/03/2021,Metrocity
I304057,C888408,Male,52,Clothing,1,300.08,Cash,15/02/2022,Kanyon
I241421,C480164,Male,33,Clothing,3,900.24,Cash,2/9/2022,Mall of Istanbul
I303354,C277999,Male,26,Clothing,2,600.16,Debit Card,25/01/2021,Metrocity
I310230,C114958,Male,51,Souvenir,1,11.73,Credit Card,1/3/2021,Metrocity
I218965,C129718,Male,23,Toys,3,107.52,Debit Card,12/9/2022,Metropol AVM
I101308,C551127,Male,18,Shoes,2,1200.34,Credit Card,12/3/2021,Mall of Istanbul
I125561,C196647,Male,64,Technology,1,1050.0,Debit Card,9/11/2022,Emaar Square Mall
I313893,C286109,Male,49,Toys,3,107.52,Debit Card,23/09/2021,Mall of Istanbul
I492051,C271491,Male,41,Cosmetics,4,162.64,Credit Card,6/4/2021,Metropol AVM
I659377,C122925,Male,69,Shoes,1,600.17,Debit Card,20/09/2021,Forum Istanbul
I152029,C279299,Male,52,Clothing,5,1500.4,Credit Card,13/01/2021,Kanyon
I319477,C903683,Male,22,Cosmetics,1,40.66,Cash,21/07/2022,Emaar Square Mall
I236904,C546375,Male,31,Cosmetics,3,121.98,Cash,19/06/2021,Kanyon
I268063,C169033,Male,64,Food & Beverage,2,10.46,Cash,6/10/2022,Mall of Istanbul
I445894,C123558,Male,27,Clothing,5,1500.4,Cash,17/12/2021,Kanyon
I201328,C179952,Male,64,Shoes,2,1200.34,Cash,27/10/2022,Kanyon
I155508,C188311,Male,66,Clothing,1,300.08,Cash,18/03/2021,Zorlu Center
I176140,C194540,Male,63,Food & Beverage,4,20.92,Cash,6/4/2021,Emaar Square Mall
I474233,C166804,Male,66,Clothing,3,900.24,Debit Card,2/7/2021,Metropol AVM
I160938,C549218,Male,39,Clothing,3,900.24,Cash,9/2/2023,Mall of Istanbul
I222187,C276371,Male,52,Souvenir,3,35.19,Cash,6/2/2021,Forum Istanbul
I841752,C536344,Male,41,Shoes,2,1200.34,Credit Card,18/04/2022,Metrocity
I259958,C422113,Male,66,Cosmetics,4,162.64,Cash,2/12/2022,Kanyon
I323073,C151351,Male,45,Food & Beverage,3,15.69,Debit Card,14/06/2021,Kanyon
I190176,C320788,Male,57,Technology,3,3150.0,Debit Card,4/11/2022,Metropol AVM
I286779,C211708,Male,32,Cosmetics,3,121.98,Debit Card,29/06/2022,Metrocity
I218262,C145064,Male,64,Toys,2,71.68,Credit Card,2/9/2022,Metrocity
I156039,C950196,Male,46,Toys,3,107.52,Credit Card,17/11/2021,Kanyon
I320646,C348501,Male,61,Food & Beverage,2,10.46,Cash,5/5/2021,Forum Istanbul
I103231,C163227,Male,52,Books,5,75.75,Cash,5/4/2022,Mall of Istanbul
I752642,C201795,Male,19,Toys,2,71.68,Cash,25/07/2022,Mall of Istanbul
I266816,C327129,Male,54,Cosmetics,3,121.98,Credit Card,10/7/2021,Zorlu Center
I343417,C196876,Male,63,Food & Beverage,1,5.23,Cash,28/11/2022,Kanyon
I444027,C238830,Male,63,Souvenir,3,35.19,Credit Card,2/2/2023,Mall of Istanbul
I115840,C271853,Male,58,Cosmetics,5,203.3,Debit Card,21/06/2021,Kanyon
I482370,C884447,Male,42,Clothing,3,900.24,Credit Card,29/01/2023,Metrocity
I187345,C927927,Male,37,Souvenir,1,11.73,Debit Card,27/04/2021,Kanyon
I193050,C325328,Male,61,Toys,5,179.2,Credit Card,27/11/2022,Metrocity
I196714,C295389,Male,45,Clothing,3,900.24,Credit Card,12/7/2022,Kanyon
I332057,C297503,Male,25,Clothing,2,600.16,Credit Card,29/08/2022,Metropol AVM
I307256,C217377,Male,43,Clothing,1,300.08,Credit Card,19/04/2022,Emaar Square Mall
I517564,C523046,Male,27,Clothing,5,1500.4,Cash,31/07/2021,Mall of Istanbul
I571405,C443062,Male,51,Shoes,2,1200.34,Debit Card,5/8/2022,Viaport Outlet
I248566,C473566,Male,36,Shoes,3,1800.51,Cash,15/09/2021,Emaar Square Mall
I109110,C441234,Male,41,Clothing,3,900.24,Cash,26/03/2022,Emaar Square Mall
I132442,C293383,Male,18,Souvenir,1,11.73,Credit Card,16/04/2021,Metrocity
I241438,C323503,Male,21,Toys,5,179.2,Cash,11/5/2022,Metropol AVM
I167041,C987826,Male,69,Clothing,4,1200.32,Cash,23/09/2021,Kanyon
I296931,C152613,Male,21,Clothing,4,1200.32,Credit Card,20/02/2023,Forum Istanbul
I189470,C273363,Male,36,Shoes,1,600.17,Credit Card,4/12/2022,Kanyon
I160242,C131633,Male,18,Toys,4,143.36,Credit Card,7/4/2021,Mall of Istanbul
I200899,C335625,Male,39,Clothing,2,600.16,Cash,8/12/2022,Kanyon
I279247,C160504,Male,35,Food & Beverage,4,20.92,Cash,4/7/2022,Metropol AVM
I284301,C632579,Male,31,Souvenir,3,35.19,Cash,2/1/2022,Cevahir AVM
I328195,C332711,Male,69,Toys,1,35.84,Cash,13/04/2022,Metrocity
I835276,C166815,Male,37,Cosmetics,3,121.98,Cash,14/05/2021,Mall of Istanbul
I150339,C207248,Male,59,Clothing,4,1200.32,Cash,26/01/2022,Istinye Park
I205504,C235812,Male,30,Food & Beverage,4,20.92,Credit Card,25/08/2022,Kanyon
I110867,C106101,Male,30,Toys,1,35.84,Debit Card,20/10/2022,Metropol AVM
I104398,C281442,Male,59,Cosmetics,3,121.98,Debit Card,25/04/2021,Kanyon
I303278,C155575,Male,19,Clothing,2,600.16,Cash,9/11/2022,Zorlu Center
I858098,C131015,Male,36,Toys,5,179.2,Debit Card,12/7/2021,Kanyon
I121218,C125359,Male,42,Clothing,3,900.24,Debit Card,14/10/2021,Metrocity
I450476,C905455,Male,65,Clothing,3,900.24,Cash,4/3/2022,Metropol AVM
I346914,C107256,Male,27,Clothing,5,1500.4,Credit Card,26/02/2023,Mall of Istanbul
I233070,C266106,Male,64,Clothing,1,300.08,Debit Card,18/03/2021,Forum Istanbul
I216698,C124696,Male,42,Books,2,30.3,Cash,18/07/2022,Metrocity
I122807,C314968,Male,55,Shoes,2,1200.34,Cash,16/02/2022,Mall of Istanbul
I331206,C574348,Male,54,Clothing,2,600.16,Debit Card,26/04/2022,Kanyon
I233461,C129734,Male,57,Books,5,75.75,Credit Card,6/4/2021,Metrocity
I369751,C249644,Male,20,Cosmetics,2,81.32,Credit Card,19/12/2022,Istinye Park
I142490,C222434,Male,55,Clothing,2,600.16,Debit Card,30/07/2021,Metropol AVM
I151826,C185464,Male,51,Food & Beverage,4,20.92,Credit Card,24/03/2022,Mall of Istanbul
I249870,C210934,Male,26,Toys,5,179.2,Cash,22/01/2021,Mall of Istanbul
I266959,C329684,Male,20,Food & Beverage,3,15.69,Credit Card,21/07/2021,Mall of Istanbul
I110163,C273459,Male,18,Clothing,2,600.16,Debit Card,17/08/2022,Metrocity
I274955,C149692,Male,47,Shoes,3,1800.51,Credit Card,24/12/2022,Cevahir AVM
I173269,C173911,Male,64,Souvenir,5,58.65,Credit Card,4/7/2022,Viaport Outlet
I761618,C970054,Male,31,Food & Beverage,2,10.46,Credit Card,3/3/2023,Metrocity
I327955,C807664,Male,50,Books,3,45.45,Cash,30/09/2022,Kanyon
I330870,C452755,Male,67,Clothing,5,1500.4,Debit Card,27/11/2021,Metrocity
I296532,C979987,Male,20,Food & Beverage,1,5.23,Debit Card,5/5/2022,Kanyon
I102405,C296119,Male,23,Technology,4,4200.0,Credit Card,17/09/2022,Istinye Park
I897910,C193467,Male,52,Books,5,75.75,Debit Card,12/1/2021,Kanyon
I225365,C151253,Male,62,Cosmetics,4,162.64,Cash,21/03/2022,Metropol AVM
I216452,C382086,Male,19,Cosmetics,1,40.66,Cash,23/04/2021,Metrocity
I274352,C377503,Male,31,Clothing,5,1500.4,Credit Card,1/1/2023,Mall of Istanbul
I505192,C768688,Male,59,Shoes,3,1800.51,Debit Card,19/04/2022,Zorlu Center
I257348,C262686,Male,30,Clothing,5,1500.4,Cash,25/12/2022,Istinye Park
I190179,C101407,Male,48,Shoes,4,2400.68,Cash,16/04/2022,Viaport Outlet
I279472,C115279,Male,22,Cosmetics,1,40.66,Cash,3/12/2021,Mall of Istanbul
I166535,C196814,Male,41,Clothing,5,1500.4,Debit Card,22/07/2021,Forum Istanbul
I273107,C106869,Male,49,Clothing,3,900.24,Cash,10/1/2022,Mall of Istanbul
I916499,C215087,Male,35,Clothing,4,1200.32,Cash,11/6/2021,Istinye Park
I965080,C326337,Male,51,Clothing,3,900.24,Cash,2/2/2022,Kanyon
I262581,C280746,Male,25,Books,1,15.15,Credit Card,4/1/2022,Istinye Park
I295534,C165609,Male,32,Clothing,2,600.16,Debit Card,12/9/2022,Istinye Park
I489456,C261127,Male,37,Technology,4,4200.0,Credit Card,10/6/2021,Zorlu Center
I687927,C784319,Male,28,Clothing,1,300.08,Cash,16/11/2022,Metropol AVM
I724155,C209866,Male,57,Cosmetics,5,203.3,Credit Card,28/05/2021,Mall of Istanbul
I133308,C961817,Male,58,Food & Beverage,1,5.23,Debit Card,9/8/2022,Viaport Outlet
I703414,C189162,Male,62,Shoes,4,2400.68,Cash,3/7/2022,Mall of Istanbul
I283815,C218464,Male,36,Cosmetics,3,121.98,Cash,9/2/2022,Mall of Istanbul
I129758,C103169,Male,60,Food & Beverage,2,10.46,Debit Card,9/11/2021,Mall of Istanbul
I169938,C283123,Male,65,Food & Beverage,3,15.69,Debit Card,15/06/2021,Kanyon
I980718,C202439,Male,34,Toys,3,107.52,Cash,23/08/2022,Istinye Park
I127060,C144911,Male,60,Food & Beverage,4,20.92,Cash,27/02/2022,Emaar Square Mall
I156782,C540688,Male,48,Clothing,5,1500.4,Cash,10/2/2022,Metrocity
I147455,C556543,Male,40,Clothing,2,600.16,Debit Card,3/3/2021,Kanyon
I164374,C106723,Male,19,Shoes,4,2400.68,Cash,3/11/2021,Forum Istanbul
I659200,C108643,Male,69,Cosmetics,1,40.66,Cash,21/01/2023,Emaar Square Mall
I271365,C140203,Male,19,Clothing,1,300.08,Credit Card,9/4/2021,Mall of Istanbul
I186411,C875148,Male,46,Shoes,2,1200.34,Credit Card,28/01/2022,Mall of Istanbul
I173561,C298150,Male,22,Clothing,4,1200.32,Debit Card,21/03/2021,Cevahir AVM
I288931,C176209,Male,60,Clothing,3,900.24,Credit Card,8/11/2021,Istinye Park
I642499,C911676,Male,52,Toys,1,35.84,Credit Card,1/5/2021,Metrocity
I737532,C227320,Male,25,Cosmetics,4,162.64,Credit Card,15/11/2022,Mall of Istanbul
I779393,C203737,Male,31,Clothing,2,600.16,Credit Card,3/9/2021,Mall of Istanbul
I114868,C254495,Male,28,Clothing,4,1200.32,Credit Card,23/05/2021,Metropol AVM
